month,region,bu,product_line,segment,metric,actual,plan,prior,currency
2025-03,EMEA,Core,Alpha,MidMarket,gross_margin,1679771.1,1599739.72,1513273.79,USD
2025-03,EMEA,Core,Alpha,Enterprise,revenue,1444795.34,1363950.42,1414332.79,EUR
2025-03,EMEA,Core,Alpha,Enterprise,gross_margin,1001436.66,954765.29,1020247.14,USD
2025-03,EMEA,Core,Beta,SMB,revenue,1834073.35,2014177.97,1572167.29,EUR
2025-03,EMEA,Core,Beta,SMB,gross_margin,1245626.71,1349499.24,1063128.59,USD
2025-03,EMEA,Core,Beta,MidMarket,revenue,1532786.89,1678481.64,1398879.12,EUR
2025-03,EMEA,Core,Beta,MidMarket,gross_margin,1009207.15,1124582.7,915085.73,USD
2025-03,EMEA,Core,Beta,Enterprise,revenue,1052928.62,1001760.47,783656.32,EUR
2025-03,EMEA,Core,Beta,Enterprise,gross_margin,723391.09,671179.52,527819.24,USD
2025-03,EMEA,Core,Gamma,SMB,revenue,3593540.23,3372740.54,2970824.12,EUR
2025-03,EMEA,Core,Gamma,SMB,gross_margin,2292599.12,2124826.54,1806381.34,USD
2025-03,EMEA,Core,Gamma,MidMarket,revenue,2869889.01,2810617.11,2489228.11,EUR
2025-03,EMEA,Core,Gamma,MidMarket,gross_margin,1806931.05,1770688.78,1629280.07,USD
2025-03,EMEA,Core,Gamma,Enterprise,revenue,1769174.39,1677447.67,1527765.57,EUR
2025-03,EMEA,Core,Gamma,Enterprise,gross_margin,1153841.87,1056792.03,971081.29,USD
2025-03,EMEA,Core,ServicesPlus,SMB,revenue,1935702.65,1778378.04,1755532.58,EUR
2025-03,EMEA,Core,ServicesPlus,SMB,gross_margin,1161390.77,1084810.6,1100761.55,USD
2025-03,EMEA,Core,ServicesPlus,MidMarket,revenue,1637873.61,1481981.7,1431885.77,EUR
2025-03,EMEA,Core,ServicesPlus,MidMarket,gross_margin,1016121.15,904008.84,888216.65,USD
2025-03,EMEA,Core,ServicesPlus,Enterprise,revenue,970870.16,884484.31,812571.21,EUR
2025-03,EMEA,Core,ServicesPlus,Enterprise,gross_margin,562779.86,539535.43,496021.15,USD
2025-03,EMEA,Growth,Alpha,SMB,revenue,2610829.95,2427808.44,2424049.2,EUR
2025-03,EMEA,Growth,Alpha,SMB,gross_margin,1512024.02,1383850.81,1355844.31,USD
2025-03,EMEA,Growth,Alpha,MidMarket,revenue,2261800.88,2029917.61,2041997.31,EUR
2025-03,EMEA,Growth,Alpha,MidMarket,gross_margin,1277677.11,1157053.04,1156954.79,USD
2025-03,EMEA,Growth,Alpha,Enterprise,revenue,1303635.52,1213904.22,1091538.08,EUR
2025-03,EMEA,Growth,Alpha,Enterprise,gross_margin,736553.18,691925.41,597990.16,USD
2025-03,EMEA,Growth,Beta,SMB,revenue,1672294.66,1584136.04,1506626.05,EUR
2025-03,EMEA,Growth,Beta,SMB,gross_margin,801631.11,855433.46,797446.31,USD
2025-03,EMEA,Growth,Beta,MidMarket,revenue,1640603.56,1324513.75,1327399.31,EUR
2025-03,EMEA,Growth,Beta,MidMarket,gross_margin,786765.31,715237.42,724194.7,USD
2025-03,EMEA,Growth,Beta,Enterprise,revenue,838494.12,792068.02,835482.2,EUR
2025-03,EMEA,Growth,Beta,Enterprise,gross_margin,493850.47,427716.73,439038.29,USD
2025-03,EMEA,Growth,Gamma,SMB,revenue,4097146.6,3567205.64,3778946.73,EUR
2025-03,EMEA,Growth,Gamma,SMB,gross_margin,2136410.32,1783602.82,1882418.73,USD
2025-03,EMEA,Growth,Gamma,MidMarket,revenue,3301640.55,2982580.27,2871393.86,EUR
2025-03,EMEA,Growth,Gamma,MidMarket,gross_margin,1691352.25,1491290.14,1372784.62,USD
2025-03,EMEA,Growth,Gamma,Enterprise,revenue,2120368.75,1783602.82,1663145.57,EUR
2025-03,EMEA,Growth,Gamma,Enterprise,gross_margin,982455.4,891801.41,907351.69,USD
2025-03,EMEA,Growth,ServicesPlus,SMB,revenue,2876975.57,2907749.44,2865103.35,EUR
2025-03,EMEA,Growth,ServicesPlus,SMB,gross_margin,1394793.65,1395719.73,1322154.2,USD
2025-03,EMEA,Growth,ServicesPlus,MidMarket,revenue,2501064.98,2431201.62,2468706.23,EUR
2025-03,EMEA,Growth,ServicesPlus,MidMarket,gross_margin,1157217.65,1166976.78,1219272.25,USD
2025-03,EMEA,Growth,ServicesPlus,Enterprise,revenue,1262419.67,1453874.72,1328754.68,EUR
2025-03,EMEA,Growth,ServicesPlus,Enterprise,gross_margin,616599.93,697859.87,596438.72,USD
2025-03,EMEA,Services,Alpha,SMB,revenue,3308041.41,3128962.38,3145876.11,EUR
2025-03,EMEA,Services,Alpha,SMB,gross_margin,1535283.53,1439322.7,1432286.7,USD
2025-03,EMEA,Services,Alpha,MidMarket,revenue,2927787.45,2609563.01,2260215.76,EUR
2025-03,EMEA,Services,Alpha,MidMarket,gross_margin,1435428.01,1200398.98,1039032.95,USD
2025-03,EMEA,Services,Alpha,Enterprise,revenue,1662843.11,1558198.14,1460995.82,EUR
2025-03,EMEA,Services,Alpha,Enterprise,gross_margin,726513.44,716771.14,688853.0,USD
2025-03,EMEA,Services,Beta,SMB,revenue,3931116.27,3563109.13,3030743.33,EUR
2025-03,EMEA,Services,Beta,SMB,gross_margin,1720170.61,1532136.93,1241862.88,USD
2025-03,EMEA,Services,Beta,MidMarket,revenue,2866229.78,2971642.56,2525339.1,EUR
2025-03,EMEA,Services,Beta,MidMarket,gross_margin,1226670.15,1277806.3,1015897.09,USD
2025-03,EMEA,Services,Beta,Enterprise,revenue,1827940.18,1774399.73,1602190.71,EUR
2025-03,EMEA,Services,Beta,Enterprise,gross_margin,741888.67,762991.88,703135.43,USD
2025-03,EMEA,Services,Gamma,SMB,revenue,3163231.57,3216051.75,2631459.23,EUR
2025-03,EMEA,Services,Gamma,SMB,gross_margin,1214350.67,1254260.18,1020668.61,USD
2025-03,EMEA,Services,Gamma,MidMarket,revenue,2620190.6,2682195.77,2802411.3,EUR
2025-03,EMEA,Services,Gamma,MidMarket,gross_margin,948575.4,1046056.35,1033705.07,USD
2025-03,EMEA,Services,Gamma,Enterprise,revenue,1756536.16,1601567.94,1740219.09,EUR
2025-03,EMEA,Services,Gamma,Enterprise,gross_margin,745994.45,624611.5,659474.32,USD
2025-03,EMEA,Services,ServicesPlus,SMB,revenue,1361422.35,1424661.76,1152766.59,EUR
2025-03,EMEA,Services,ServicesPlus,SMB,gross_margin,502951.38,527124.85,443230.45,USD
2025-03,EMEA,Services,ServicesPlus,MidMarket,revenue,1203566.83,1188171.72,1220754.7,EUR
2025-03,EMEA,Services,ServicesPlus,MidMarket,gross_margin,439639.28,439623.54,459683.27,USD
2025-03,EMEA,Services,ServicesPlus,Enterprise,revenue,693993.84,709470.11,737415.53,EUR
2025-03,EMEA,Services,ServicesPlus,Enterprise,gross_margin,237242.82,262503.94,274887.95,USD
2025-03,APAC,Core,Alpha,SMB,revenue,1548293.66,1415727.88,1451839.86,USD
2025-03,APAC,Core,Alpha,SMB,gross_margin,1026844.51,991009.52,977653.59,USD
2025-03,APAC,Core,Alpha,MidMarket,revenue,1268408.02,1179773.24,1222809.44,USD
2025-03,APAC,Core,Alpha,MidMarket,gross_margin,883404.65,825841.27,880311.4,USD
2025-03,APAC,Core,Alpha,Enterprise,revenue,629608.62,704118.63,728103.08,USD
2025-03,APAC,Core,Alpha,Enterprise,gross_margin,431030.02,492883.04,509231.71,USD
2025-03,APAC,Core,Beta,SMB,revenue,3197685.67,3635729.36,3590221.33,USD
2025-03,APAC,Core,Beta,SMB,gross_margin,2014357.71,2435938.67,2449821.48,USD
2025-03,APAC,Core,Beta,MidMarket,revenue,3136714.41,3029774.47,3034674.11,USD
2025-03,APAC,Core,Beta,MidMarket,gross_margin,2045854.14,2029948.89,2128061.87,USD
2025-03,APAC,Core,Beta,Enterprise,revenue,1693877.91,1808246.35,1599036.7,USD
2025-03,APAC,Core,Beta,Enterprise,gross_margin,1119952.7,1211525.05,1044639.45,USD
2025-03,APAC,Core,Gamma,SMB,revenue,1780262.95,1903476.23,1754426.3,USD
2025-03,APAC,Core,Gamma,SMB,gross_margin,1084483.91,1199190.02,1090780.39,USD
2025-03,APAC,Core,Gamma,MidMarket,revenue,1377721.46,1586230.19,1271131.74,USD
2025-03,APAC,Core,Gamma,MidMarket,gross_margin,849790.78,999325.02,785101.42,USD
2025-03,APAC,Core,Gamma,Enterprise,revenue,984792.18,946702.46,1022702.0,USD
2025-03,APAC,Core,Gamma,Enterprise,gross_margin,628161.85,596422.55,646077.18,USD
2025-03,APAC,Core,ServicesPlus,SMB,revenue,3327820.28,3298069.24,3758344.53,USD
2025-03,APAC,Core,ServicesPlus,SMB,gross_margin,2009027.27,2011822.23,2249919.66,USD
2025-03,APAC,Core,ServicesPlus,MidMarket,revenue,2865310.0,2748391.03,2921156.87,USD
2025-03,APAC,Core,ServicesPlus,MidMarket,gross_margin,1802345.46,1676518.53,1742519.42,USD
2025-03,APAC,Core,ServicesPlus,Enterprise,revenue,1525869.65,1640309.57,1798288.46,USD
2025-03,APAC,Core,ServicesPlus,Enterprise,gross_margin,930548.12,1000588.84,1101446.35,USD
2025-03,APAC,Growth,Alpha,SMB,revenue,1851596.29,1961953.51,1980326.24,USD
2025-03,APAC,Growth,Alpha,SMB,gross_margin,1035227.4,1118313.5,1148417.54,USD
2025-03,APAC,Growth,Alpha,MidMarket,revenue,1723048.29,1640411.13,1752731.49,USD
2025-03,APAC,Growth,Alpha,MidMarket,gross_margin,1009330.99,935034.34,1015737.2,USD
2025-03,APAC,Growth,Alpha,Enterprise,revenue,1150482.63,980976.76,1031112.79,USD
2025-03,APAC,Growth,Alpha,Enterprise,gross_margin,646388.17,559156.75,593060.49,USD
2025-03,APAC,Growth,Beta,SMB,revenue,2601174.91,2806206.65,2480034.47,USD
2025-03,APAC,Growth,Beta,SMB,gross_margin,1365899.6,1515351.59,1265799.8,USD
2025-03,APAC,Growth,Beta,MidMarket,revenue,2423901.89,2346300.56,2045258.15,USD
2025-03,APAC,Growth,Beta,MidMarket,gross_margin,1332299.19,1267002.3,1068315.54,USD
2025-03,APAC,Growth,Beta,Enterprise,revenue,1356169.39,1403103.33,1387278.64,USD
2025-03,APAC,Growth,Beta,Enterprise,gross_margin,729512.18,757675.8,782554.37,USD
2025-03,APAC,Growth,Gamma,SMB,revenue,3377259.2,3862978.19,4098949.52,USD
2025-03,APAC,Growth,Gamma,SMB,gross_margin,1679359.39,1931489.1,2156679.77,USD
2025-03,APAC,Growth,Gamma,MidMarket,revenue,2605475.33,3229878.99,2646993.09,USD
2025-03,APAC,Growth,Gamma,MidMarket,gross_margin,1325894.6,1614939.49,1313094.37,USD
2025-03,APAC,Growth,Gamma,Enterprise,revenue,1821754.3,1931489.1,1850663.3,USD
2025-03,APAC,Growth,Gamma,Enterprise,gross_margin,907800.92,965744.55,926482.31,USD
2025-03,APAC,Growth,ServicesPlus,SMB,revenue,3235241.87,3287773.46,3502214.22,USD
2025-03,APAC,Growth,ServicesPlus,SMB,gross_margin,1498924.23,1578131.26,1671766.86,USD
2025-03,APAC,Growth,ServicesPlus,MidMarket,revenue,2908176.65,2748943.92,2886854.27,USD
2025-03,APAC,Growth,ServicesPlus,MidMarket,gross_margin,1400001.45,1319493.08,1379421.21,USD
2025-03,APAC,Growth,ServicesPlus,Enterprise,revenue,1659125.35,1643886.73,1522999.42,USD
2025-03,APAC,Growth,ServicesPlus,Enterprise,gross_margin,785821.54,789065.63,736992.65,USD
2025-03,APAC,Services,Alpha,SMB,revenue,3079846.47,3293941.83,2956559.8,USD
2025-03,APAC,Services,Alpha,SMB,gross_margin,1475795.02,1515213.24,1294253.34,USD
2025-03,APAC,Services,Alpha,MidMarket,revenue,2905814.36,2747156.31,2424079.5,USD
2025-03,APAC,Services,Alpha,MidMarket,gross_margin,1362290.95,1263691.9,1126909.26,USD
2025-03,APAC,Services,Alpha,Enterprise,revenue,1544372.63,1640356.57,1211171.86,USD
2025-03,APAC,Services,Alpha,Enterprise,gross_margin,711592.23,754564.02,558730.16,USD
2025-03,APAC,Services,Beta,SMB,revenue,2624309.06,2734705.92,2526038.61,USD
2025-03,APAC,Services,Beta,SMB,gross_margin,1162793.26,1175923.55,1148064.77,USD
2025-03,APAC,Services,Beta,MidMarket,revenue,2392451.17,2280752.06,2249068.87,USD
2025-03,APAC,Services,Beta,MidMarket,gross_margin,1034705.7,980723.39,1033727.54,USD
2025-03,APAC,Services,Beta,Enterprise,revenue,1353649.79,1361861.58,1160830.77,USD
2025-03,APAC,Services,Beta,Enterprise,gross_margin,587689.33,585600.48,491713.66,USD
2025-03,APAC,Services,Gamma,SMB,revenue,2542379.02,3012671.99,2968357.24,USD
2025-03,APAC,Services,Gamma,SMB,gross_margin,987688.1,1174942.08,1170416.52,USD
2025-03,APAC,Services,Gamma,MidMarket,revenue,2280537.14,2512576.51,2423186.69,USD
2025-03,APAC,Services,Gamma,MidMarket,gross_margin,919178.4,979904.84,978684.46,USD
2025-03,APAC,Services,Gamma,Enterprise,revenue,1523378.79,1500286.45,1315517.02,USD
2025-03,APAC,Services,Gamma,Enterprise,gross_margin,644749.21,585111.72,499602.84,USD
2025-03,APAC,Services,ServicesPlus,SMB,revenue,2503958.31,2503596.21,2554015.35,USD
2025-03,APAC,Services,ServicesPlus,SMB,gross_margin,876099.45,926330.6,927160.88,USD
2025-03,APAC,Services,ServicesPlus,MidMarket,revenue,2178801.46,2088005.94,1965475.88,USD
2025-03,APAC,Services,ServicesPlus,MidMarket,gross_margin,763474.54,772562.2,758228.01,USD
2025-03,APAC,Services,ServicesPlus,Enterprise,revenue,1102895.48,1246770.8,1402056.73,USD
2025-03,APAC,Services,ServicesPlus,Enterprise,gross_margin,385873.12,461305.2,554407.04,USD
2025-08,NA,Core,Alpha,SMB,revenue,1938038.15,1667938.15,1760802.73,USD
2025-08,NA,Core,Alpha,SMB,gross_margin,1402549.46,1167556.7,1243309.6,USD
2025-08,NA,Core,Alpha,MidMarket,revenue,1427529.86,1389948.46,1393267.11,USD
2025-08,NA,Core,Alpha,MidMarket,gross_margin,982168.85,972963.92,971073.84,USD
2025-08,NA,Core,Alpha,Enterprise,revenue,773763.49,829556.54,974121.57,USD
2025-08,NA,Core,Alpha,Enterprise,gross_margin,549769.53,580689.58,673623.64,USD
2025-08,NA,Core,Beta,SMB,revenue,2520894.59,2583837.63,2663636.32,USD
2025-08,NA,Core,Beta,SMB,gross_margin,1730283.38,1731171.21,1744532.25,USD
2025-08,NA,Core,Beta,MidMarket,revenue,1998228.26,2153198.03,2218057.98,USD
2025-08,NA,Core,Beta,MidMarket,gross_margin,1377241.79,1442642.68,1533903.41,USD
2025-08,NA,Core,Beta,Enterprise,revenue,1168124.84,1285083.27,1227177.08,USD
2025-08,NA,Core,Beta,Enterprise,gross_margin,801659.93,861005.79,843377.56,USD
2025-08,NA,Core,Gamma,SMB,revenue,1420090.47,1391654.14,1445941.24,USD
2025-08,NA,Core,Gamma,SMB,gross_margin,887185.43,876742.11,956132.35,USD
2025-08,NA,Core,Gamma,MidMarket,revenue,1115418.04,1159711.79,1263753.01,USD
2025-08,NA,Core,Gamma,MidMarket,gross_margin,697964.06,730618.43,807010.32,USD
2025-08,NA,Core,Gamma,Enterprise,revenue,653775.06,692145.45,703660.05,USD
2025-08,NA,Core,Gamma,Enterprise,gross_margin,416078.35,436051.63,439542.44,USD
2025-08,NA,Core,ServicesPlus,SMB,revenue,1243327.98,1151565.89,1178449.69,USD
2025-08,NA,Core,ServicesPlus,SMB,gross_margin,761675.98,702455.19,721038.05,USD
2025-08,NA,Core,ServicesPlus,MidMarket,revenue,1069839.73,959638.24,1039633.01,USD
2025-08,NA,Core,ServicesPlus,MidMarket,gross_margin,637443.94,585379.33,621808.92,USD
2025-08,NA,Core,ServicesPlus,Enterprise,revenue,582792.76,572736.48,496387.36,USD
2025-08,NA,Core,ServicesPlus,Enterprise,gross_margin,363653.96,349369.25,315221.39,USD
2025-08,NA,Growth,Alpha,SMB,revenue,1597088.91,1706536.98,1734708.51,USD
2025-08,NA,Growth,Alpha,SMB,gross_margin,889853.26,972726.08,1000132.66,USD
2025-08,NA,Growth,Alpha,MidMarket,revenue,1196700.8,1426854.53,1338469.98,USD
2025-08,NA,Growth,Alpha,MidMarket,gross_margin,707338.02,813307.08,756781.58,USD
2025-08,NA,Growth,Alpha,Enterprise,revenue,918241.55,853268.49,872368.19,USD
2025-08,NA,Growth,Alpha,Enterprise,gross_margin,521266.9,486363.04,489797.4,USD
2025-08,NA,Growth,Beta,SMB,revenue,4347601.68,4123729.22,3820751.3,USD
2025-08,NA,Growth,Beta,SMB,gross_margin,2486454.51,2226813.78,2041159.04,USD
2025-08,NA,Growth,Beta,MidMarket,revenue,3711712.31,3447895.82,3319119.56,USD
2025-08,NA,Growth,Beta,MidMarket,gross_margin,1981783.07,1861863.74,1767186.65,USD
2025-08,NA,Growth,Beta,Enterprise,revenue,1979962.07,2061864.61,2083103.41,USD
2025-08,NA,Growth,Beta,Enterprise,gross_margin,1071332.17,1113406.89,1121476.0,USD
2025-08,NA,Growth,Gamma,SMB,revenue,4308528.18,3810602.82,4365212.6,USD
2025-08,NA,Growth,Gamma,SMB,gross_margin,2049281.86,1905301.41,2167855.99,USD
2025-08,NA,Growth,Gamma,MidMarket,revenue,3337286.77,3186087.36,3063898.63,USD
2025-08,NA,Growth,Gamma,MidMarket,gross_margin,1683853.63,1593043.68,1514396.41,USD
2025-08,NA,Growth,Gamma,Enterprise,revenue,1906633.28,1905301.41,1854493.24,USD
2025-08,NA,Growth,Gamma,Enterprise,gross_margin,999329.72,952650.71,913070.26,USD
2025-08,NA,Growth,ServicesPlus,SMB,revenue,1165297.22,1178699.33,1167191.18,USD
2025-08,NA,Growth,ServicesPlus,SMB,gross_margin,576422.7,565775.68,562823.53,USD
2025-08,NA,Growth,ServicesPlus,MidMarket,revenue,916755.1,985523.61,914481.93,USD
2025-08,NA,Growth,ServicesPlus,MidMarket,gross_margin,427171.57,473051.33,452682.36,USD
2025-08,NA,Growth,ServicesPlus,Enterprise,revenue,524635.95,589349.67,556289.22,USD
2025-08,NA,Growth,ServicesPlus,Enterprise,gross_margin,252906.83,282887.84,272582.99,USD
2025-08,NA,Services,Alpha,SMB,revenue,1214940.08,1128982.26,1196258.49,USD
2025-08,NA,Services,Alpha,SMB,gross_margin,579112.56,519331.84,535853.93,USD
2025-08,NA,Services,Alpha,MidMarket,revenue,966536.4,941574.23,943308.73,USD
2025-08,NA,Services,Alpha,MidMarket,gross_margin,440227.4,433124.14,437978.59,USD
2025-08,NA,Services,Alpha,Enterprise,revenue,598592.31,562224.1,567795.16,USD
2025-08,NA,Services,Alpha,Enterprise,gross_margin,278912.66,258623.08,266116.01,USD
2025-08,NA,Services,Beta,SMB,revenue,2586406.04,2463768.76,2289415.19,USD
2025-08,NA,Services,Beta,SMB,gross_margin,1117873.26,1059420.57,966275.13,USD
2025-08,NA,Services,Beta,MidMarket,revenue,2210469.04,2054789.74,1948432.41,USD
2025-08,NA,Services,Beta,MidMarket,gross_margin,945755.44,883559.59,821697.82,USD
2025-08,NA,Services,Beta,Enterprise,revenue,1334587.55,1226937.05,1090522.59,USD
2025-08,NA,Services,Beta,Enterprise,gross_margin,590844.71,527582.93,467664.22,USD
2025-08,NA,Services,Gamma,SMB,revenue,1983975.24,2119831.87,1870955.59,USD
2025-08,NA,Services,Gamma,SMB,gross_margin,842530.85,826734.43,734309.28,USD
2025-08,NA,Services,Gamma,MidMarket,revenue,1757661.26,1767945.45,1856217.88,USD
2025-08,NA,Services,Gamma,MidMarket,gross_margin,671664.37,689498.73,721981.16,USD
2025-08,NA,Services,Gamma,Enterprise,revenue,1087108.75,1055659.24,991376.83,USD
2025-08,NA,Services,Gamma,Enterprise,gross_margin,417999.92,411707.1,368584.14,USD
2025-08,NA,Services,ServicesPlus,SMB,revenue,1195649.69,1208953.16,1195509.43,USD
2025-08,NA,Services,ServicesPlus,SMB,gross_margin,411965.9,447312.67,449133.91,USD
2025-08,NA,Services,ServicesPlus,MidMarket,revenue,1020972.59,1008270.17,951772.72,USD
2025-08,NA,Services,ServicesPlus,MidMarket,gross_margin,368867.67,373059.96,343888.9,USD
2025-08,NA,Services,ServicesPlus,Enterprise,revenue,626736.02,602048.96,604505.29,USD
2025-08,NA,Services,ServicesPlus,Enterprise,gross_margin,212164.51,222758.12,212062.38,USD
2025-08,EMEA,Core,Alpha,SMB,revenue,2737251.29,2667367.57,2508239.89,EUR
2025-08,EMEA,Core,Alpha,SMB,gross_margin,1944777.78,1867157.3,1803927.93,USD
2025-08,EMEA,Core,Alpha,MidMarket,revenue,2371696.66,2222806.31,2133075.38,EUR
2025-08,EMEA,Core,Alpha,MidMarket,gross_margin,1670122.04,1555964.41,1461550.29,USD
2025-08,EMEA,Core,Alpha,Enterprise,revenue,1189071.23,1326627.26,1343752.44,EUR
2025-08,EMEA,Core,Alpha,Enterprise,gross_margin,839719.25,928639.08,931773.97,USD
2025-08,EMEA,Core,Beta,SMB,revenue,1895835.38,1969988.55,1784545.43,EUR
2025-08,EMEA,Core,Beta,SMB,gross_margin,1259825.51,1319892.33,1205790.15,USD
2025-08,EMEA,Core,Beta,MidMarket,revenue,1491085.36,1641657.12,1644518.44,EUR
2025-08,EMEA,Core,Beta,MidMarket,gross_margin,1010079.87,1099910.27,1089228.0,USD
2025-08,EMEA,Core,Beta,Enterprise,revenue,889419.24,979782.66,869036.89,EUR
2025-08,EMEA,Core,Beta,Enterprise,gross_margin,586457.15,656454.38,569245.09,USD
2025-08,EMEA,Core,Gamma,SMB,revenue,3561596.0,3312066.15,2862164.85,EUR
2025-08,EMEA,Core,Gamma,SMB,gross_margin,2187963.06,2086601.67,1783604.09,USD
2025-08,EMEA,Core,Gamma,MidMarket,revenue,2508530.55,2760055.12,2890733.1,EUR
2025-08,EMEA,Core,Gamma,MidMarket,gross_margin,1567271.6,1738834.73,1917827.79,USD
2025-08,EMEA,Core,Gamma,Enterprise,revenue,1472269.63,1647270.99,1469197.71,EUR
2025-08,EMEA,Core,Gamma,Enterprise,gross_margin,960558.89,1037780.73,941716.46,USD
2025-08,EMEA,Core,ServicesPlus,SMB,revenue,1813818.3,1724259.73,1762213.81,EUR
2025-08,EMEA,Core,ServicesPlus,SMB,gross_margin,1139213.97,1051798.43,1074082.54,USD
2025-08,EMEA,Core,ServicesPlus,MidMarket,revenue,1503168.07,1436883.11,1403459.86,EUR
2025-08,EMEA,Core,ServicesPlus,MidMarket,gross_margin,906705.3,876498.69,884615.26,USD
2025-08,EMEA,Core,ServicesPlus,Enterprise,revenue,914035.61,857568.33,710617.33,EUR
2025-08,EMEA,Core,ServicesPlus,Enterprise,gross_margin,554199.45,523116.68,434102.31,USD
2025-08,EMEA,Growth,Alpha,SMB,revenue,2230328.28,2404170.35,2153912.19,EUR
2025-08,EMEA,Growth,Alpha,SMB,gross_margin,1316412.55,1370377.1,1211540.29,USD
2025-08,EMEA,Growth,Alpha,MidMarket,revenue,1978839.84,2010153.54,1910188.22,EUR
2025-08,EMEA,Growth,Alpha,MidMarket,gross_margin,1145318.16,1145787.52,1061553.84,USD
2025-08,EMEA,Growth,Alpha,Enterprise,revenue,1209845.78,1202085.17,1124099.91,EUR
2025-08,EMEA,Growth,Alpha,Enterprise,gross_margin,723880.27,685188.55,647402.5,USD
2025-08,EMEA,Growth,Beta,SMB,revenue,1524691.15,1577461.7,1727286.54,EUR
2025-08,EMEA,Growth,Beta,SMB,gross_margin,821481.19,851829.32,953705.03,USD
2025-08,EMEA,Growth,Beta,MidMarket,revenue,1219585.16,1318933.25,1397974.07,EUR
2025-08,EMEA,Growth,Beta,MidMarket,gross_margin,658764.62,712223.96,728252.42,USD
2025-08,EMEA,Growth,Beta,Enterprise,revenue,715513.61,788730.85,698300.01,EUR
2025-08,EMEA,Growth,Beta,Enterprise,gross_margin,392655.44,425914.66,375514.91,USD
2025-08,EMEA,Growth,Gamma,SMB,revenue,3887214.63,3566520.32,3159589.49,EUR
2025-08,EMEA,Growth,Gamma,SMB,gross_margin,1983332.09,1783260.16,1614416.92,USD
2025-08,EMEA,Growth,Gamma,MidMarket,revenue,3019576.92,2982007.27,2693567.92,EUR
2025-08,EMEA,Growth,Gamma,MidMarket,gross_margin,1432908.44,1491003.63,1282567.62,USD
2025-08,EMEA,Growth,Gamma,Enterprise,revenue,1637126.6,1783260.16,1597531.0,EUR
2025-08,EMEA,Growth,Gamma,Enterprise,gross_margin,842310.69,891630.08,782869.2,USD
2025-08,EMEA,Growth,ServicesPlus,SMB,revenue,2726315.21,2870358.0,2728770.37,EUR
2025-08,EMEA,Growth,ServicesPlus,SMB,gross_margin,1300665.87,1377771.84,1363023.34,USD
2025-08,EMEA,Growth,ServicesPlus,MidMarket,revenue,2448637.61,2399938.22,2336656.83,EUR
2025-08,EMEA,Growth,ServicesPlus,MidMarket,gross_margin,1154699.63,1151970.34,1090841.42,USD
2025-08,EMEA,Growth,ServicesPlus,Enterprise,revenue,1198135.83,1435179.0,1353863.16,EUR
2025-08,EMEA,Growth,ServicesPlus,Enterprise,gross_margin,564363.4,688885.92,656663.2,USD
2025-08,EMEA,Services,Alpha,SMB,revenue,3110566.52,3032225.54,2730658.59,EUR
2025-08,EMEA,Services,Alpha,SMB,gross_margin,1441952.77,1394823.75,1244150.85,USD
2025-08,EMEA,Services,Alpha,MidMarket,revenue,2705967.33,2528884.22,2200710.78,EUR
2025-08,EMEA,Services,Alpha,MidMarket,gross_margin,1320359.47,1163286.74,1034253.57,USD
2025-08,EMEA,Services,Alpha,Enterprise,revenue,1663420.42,1510023.96,1279337.01,EUR
2025-08,EMEA,Services,Alpha,Enterprise,gross_margin,769745.29,694611.02,606526.91,USD
2025-08,EMEA,Services,Beta,SMB,revenue,3671042.0,3472208.62,3187579.9,EUR
2025-08,EMEA,Services,Beta,SMB,gross_margin,1616258.76,1493049.71,1387739.28,USD
2025-08,EMEA,Services,Beta,MidMarket,revenue,3149055.38,2895831.29,2816325.34,EUR
2025-08,EMEA,Services,Beta,MidMarket,gross_margin,1383869.89,1245207.45,1272639.25,USD
2025-08,EMEA,Services,Beta,Enterprise,revenue,2040287.73,1729132.0,1627012.22,EUR
2025-08,EMEA,Services,Beta,Enterprise,gross_margin,936314.66,743526.76,707305.04,USD
2025-08,EMEA,Services,Gamma,SMB,revenue,3312104.43,3146660.76,2979720.74,EUR
2025-08,EMEA,Services,Gamma,SMB,gross_margin,1316669.49,1227197.7,1102917.22,USD
2025-08,EMEA,Services,Gamma,MidMarket,revenue,2288713.89,2624323.5,2571631.67,EUR
2025-08,EMEA,Services,Gamma,MidMarket,gross_margin,858092.64,1023486.16,1003590.43,USD
2025-08,EMEA,Services,Gamma,Enterprise,revenue,1491639.1,1567011.78,1444050.4,EUR
2025-08,EMEA,Services,Gamma,Enterprise,gross_margin,587835.67,611134.6,568915.3,USD
2025-08,EMEA,Services,ServicesPlus,SMB,revenue,1662298.23,1376262.23,1259791.04,EUR
2025-08,EMEA,Services,ServicesPlus,SMB,gross_margin,632064.27,509217.03,488431.23,USD
2025-08,EMEA,Services,ServicesPlus,MidMarket,revenue,1312155.24,1147806.39,1049347.62,EUR
2025-08,EMEA,Services,ServicesPlus,MidMarket,gross_margin,481109.85,424688.36,371603.26,USD
2025-08,EMEA,Services,ServicesPlus,Enterprise,revenue,624805.62,685367.54,717192.1,EUR
2025-08,EMEA,Services,ServicesPlus,Enterprise,gross_margin,240175.6,253585.99,288836.99,USD
2025-08,APAC,Core,Alpha,SMB,revenue,1349425.95,1371397.75,1146188.32,USD
2025-08,APAC,Core,Alpha,SMB,gross_margin,938565.56,959978.42,788497.03,USD
