month,region,bu,product_line,shipped_units,fulfillment_rate
2024-05,NA,Services,Beta,281,0.931
2024-05,NA,Services,Gamma,242,0.947
2024-05,NA,Services,ServicesPlus,141,0.926
2024-05,EMEA,Core,Alpha,286,0.945
2024-05,EMEA,Core,Beta,202,0.921
2024-05,EMEA,Core,Gamma,339,0.931
2024-05,EMEA,Core,ServicesPlus,179,0.909
2024-05,EMEA,Growth,Alpha,258,0.952
2024-05,EMEA,Growth,Beta,163,0.931
2024-05,EMEA,Growth,Gamma,352,0.904
2024-05,EMEA,Growth,ServicesPlus,305,0.935
2024-05,EMEA,Services,Alpha,343,0.974
2024-05,EMEA,Services,Beta,350,0.883
2024-05,EMEA,Services,Gamma,327,0.924
2024-05,EMEA,Services,ServicesPlus,146,0.903
2024-05,APAC,Core,Alpha,155,0.947
2024-05,APAC,Core,Beta,384,0.922
2024-05,APAC,Core,Gamma,196,0.906
2024-05,APAC,Core,ServicesPlus,371,0.964
2024-05,APAC,Growth,Alpha,216,0.937
2024-05,APAC,Growth,Beta,301,0.926
2024-05,APAC,Growth,Gamma,420,0.945
2024-05,APAC,Growth,ServicesPlus,377,0.971
2024-05,APAC,Services,Alpha,369,0.947
2024-05,APAC,Services,Beta,305,0.953
2024-05,APAC,Services,Gamma,328,0.939
2024-05,APAC,Services,ServicesPlus,281,0.943
2024-06,NA,Core,Alpha,188,0.957
2024-06,NA,Core,Beta,294,0.985
2024-06,NA,Core,Gamma,147,0.925
2024-06,NA,Core,ServicesPlus,122,0.894
2024-06,NA,Growth,Alpha,189,0.945
2024-06,NA,Growth,Beta,418,0.88
2024-06,NA,Growth,Gamma,392,0.902
2024-06,NA,Growth,ServicesPlus,129,0.925
2024-06,NA,Services,Alpha,124,0.914
2024-06,NA,Services,Beta,280,0.959
2024-06,NA,Services,Gamma,234,0.944
2024-06,NA,Services,ServicesPlus,145,0.99
2024-06,EMEA,Core,Alpha,289,0.99
2024-06,EMEA,Core,Beta,196,0.924
2024-06,EMEA,Core,Gamma,319,0.905
2024-06,EMEA,Core,ServicesPlus,174,0.915
2024-06,EMEA,Growth,Alpha,246,0.936
2024-06,EMEA,Growth,Beta,156,0.921
2024-06,EMEA,Growth,Gamma,348,0.918
2024-06,EMEA,Growth,ServicesPlus,275,0.87
2024-06,EMEA,Services,Alpha,305,0.899
2024-06,EMEA,Services,Beta,351,0.916
2024-06,EMEA,Services,Gamma,322,0.938
2024-06,EMEA,Services,ServicesPlus,144,0.925
2024-06,APAC,Core,Alpha,148,0.93
2024-06,APAC,Core,Beta,379,0.938
2024-06,APAC,Core,Gamma,189,0.899
2024-06,APAC,Core,ServicesPlus,327,0.877
2024-06,APAC,Growth,Alpha,208,0.93
2024-06,APAC,Growth,Beta,287,0.907
2024-06,APAC,Growth,Gamma,413,0.955
2024-06,APAC,Growth,ServicesPlus,337,0.894
2024-06,APAC,Services,Alpha,356,0.944
2024-06,APAC,Services,Beta,296,0.956
2024-06,APAC,Services,Gamma,315,0.93
2024-06,APAC,Services,ServicesPlus,275,0.954
2024-07,NA,Core,Alpha,177,0.898
2024-07,NA,Core,Beta,292,0.967
2024-07,NA,Core,Gamma,159,0.99
2024-07,NA,Core,ServicesPlus,124,0.9
2024-07,NA,Growth,Alpha,190,0.941
2024-07,NA,Growth,Beta,440,0.914
2024-07,NA,Growth,Gamma,377,0.856
2024-07,NA,Growth,ServicesPlus,136,0.969
2024-07,NA,Services,Alpha,124,0.911
2024-07,NA,Services,Beta,274,0.932
2024-07,NA,Services,Gamma,234,0.934
2024-07,NA,Services,ServicesPlus,138,0.935
2024-07,EMEA,Core,Alpha,278,0.944
2024-07,EMEA,Core,Beta,205,0.959
2024-07,EMEA,Core,Gamma,316,0.887
2024-07,EMEA,Core,ServicesPlus,178,0.929
2024-07,EMEA,Growth,Alpha,257,0.971
2024-07,EMEA,Growth,Beta,159,0.929
2024-07,EMEA,Growth,Gamma,356,0.927
2024-07,EMEA,Growth,ServicesPlus,284,0.89
2024-07,EMEA,Services,Alpha,304,0.889
2024-07,EMEA,Services,Beta,381,0.987
2024-07,EMEA,Services,Gamma,323,0.935
2024-07,EMEA,Services,ServicesPlus,144,0.922
2024-07,APAC,Core,Alpha,148,0.923
2024-07,APAC,Core,Beta,404,0.99
2024-07,APAC,Core,Gamma,194,0.915
2024-07,APAC,Core,ServicesPlus,345,0.921
2024-07,APAC,Growth,Alpha,216,0.957
2024-07,APAC,Growth,Beta,298,0.931
2024-07,APAC,Growth,Gamma,398,0.909
2024-07,APAC,Growth,ServicesPlus,348,0.913
2024-07,APAC,Services,Alpha,350,0.921
2024-07,APAC,Services,Beta,272,0.872
2024-07,APAC,Services,Gamma,310,0.908
2024-07,APAC,Services,ServicesPlus,279,0.962
2024-08,NA,Core,Alpha,190,0.958
2024-08,NA,Core,Beta,287,0.946
2024-08,NA,Core,Gamma,142,0.878
2024-08,NA,Core,ServicesPlus,134,0.969
2024-08,NA,Growth,Alpha,199,0.973
2024-08,NA,Growth,Beta,459,0.943
2024-08,NA,Growth,Gamma,407,0.914
2024-08,NA,Growth,ServicesPlus,130,0.911
2024-08,NA,Services,Alpha,125,0.908
2024-08,NA,Services,Beta,272,0.919
2024-08,NA,Services,Gamma,235,0.934
2024-08,NA,Services,ServicesPlus,132,0.893
2024-08,EMEA,Core,Alpha,269,0.909
2024-08,EMEA,Core,Beta,204,0.946
2024-08,EMEA,Core,Gamma,340,0.947
2024-08,EMEA,Core,ServicesPlus,190,0.986
2024-08,EMEA,Growth,Alpha,249,0.931
2024-08,EMEA,Growth,Beta,158,0.912
2024-08,EMEA,Growth,Gamma,352,0.906
2024-08,EMEA,Growth,ServicesPlus,318,0.985
2024-08,EMEA,Services,Alpha,324,0.944
2024-08,EMEA,Services,Beta,358,0.921
2024-08,EMEA,Services,Gamma,317,0.911
2024-08,EMEA,Services,ServicesPlus,146,0.93
2024-08,APAC,Core,Alpha,151,0.936
2024-08,APAC,Core,Beta,397,0.966
2024-08,APAC,Core,Gamma,201,0.938
2024-08,APAC,Core,ServicesPlus,357,0.943
2024-08,APAC,Growth,Alpha,215,0.94
2024-08,APAC,Growth,Beta,315,0.969
2024-08,APAC,Growth,Gamma,402,0.904
2024-08,APAC,Growth,ServicesPlus,367,0.952
2024-08,APAC,Services,Alpha,374,0.979
2024-08,APAC,Services,Beta,284,0.903
2024-08,APAC,Services,Gamma,315,0.912
2024-08,APAC,Services,ServicesPlus,282,0.965
2024-09,NA,Core,Alpha,196,0.938
2024-09,NA,Core,Beta,299,0.937
2024-09,NA,Core,Gamma,159,0.934
2024-09,NA,Core,ServicesPlus,126,0.87
2024-09,NA,Growth,Alpha,205,0.953
2024-09,NA,Growth,Beta,452,0.881
2024-09,NA,Growth,Gamma,453,0.964
2024-09,NA,Growth,ServicesPlus,140,0.938
2024-09,NA,Services,Alpha,128,0.892
2024-09,NA,Services,Beta,302,0.973
2024-09,NA,Services,Gamma,236,0.893
2024-09,NA,Services,ServicesPlus,145,0.932
2024-09,EMEA,Core,Alpha,307,0.99
2024-09,EMEA,Core,Beta,208,0.92
2024-09,EMEA,Core,Gamma,351,0.931
2024-09,EMEA,Core,ServicesPlus,190,0.942
2024-09,EMEA,Growth,Alpha,269,0.953
2024-09,EMEA,Growth,Beta,161,0.881
2024-09,EMEA,Growth,Gamma,371,0.906
2024-09,EMEA,Growth,ServicesPlus,319,0.942
2024-09,EMEA,Services,Alpha,326,0.905
2024-09,EMEA,Services,Beta,383,0.94
2024-09,EMEA,Services,Gamma,339,0.928
2024-09,EMEA,Services,ServicesPlus,159,0.969
2024-09,APAC,Core,Alpha,156,0.922
2024-09,APAC,Core,Beta,404,0.934
2024-09,APAC,Core,Gamma,195,0.868
2024-09,APAC,Core,ServicesPlus,374,0.944
2024-09,APAC,Growth,Alpha,228,0.945
2024-09,APAC,Growth,Beta,313,0.912
2024-09,APAC,Growth,Gamma,432,0.921
2024-09,APAC,Growth,ServicesPlus,396,0.975
2024-09,APAC,Services,Alpha,375,0.935
2024-09,APAC,Services,Beta,305,0.922
2024-09,APAC,Services,Gamma,359,0.99
2024-09,APAC,Services,ServicesPlus,295,0.964
2024-10,NA,Core,Alpha,197,0.936
2024-10,NA,Core,Beta,304,0.945
2024-10,NA,Core,Gamma,162,0.94
2024-10,NA,Core,ServicesPlus,128,0.878
2024-10,NA,Growth,Alpha,205,0.942
2024-10,NA,Growth,Beta,475,0.914
2024-10,NA,Growth,Gamma,439,0.922
2024-10,NA,Growth,ServicesPlus,140,0.926
2024-10,NA,Services,Alpha,133,0.92
2024-10,NA,Services,Beta,304,0.973
2024-10,NA,Services,Gamma,246,0.92
2024-10,NA,Services,ServicesPlus,149,0.955
2024-10,EMEA,Core,Alpha,272,0.869
2024-10,EMEA,Core,Beta,203,0.89
2024-10,EMEA,Core,Gamma,333,0.875
2024-10,EMEA,Core,ServicesPlus,179,0.88
2024-10,EMEA,Growth,Alpha,251,0.881
2024-10,EMEA,Growth,Beta,172,0.93
2024-10,EMEA,Growth,Gamma,366,0.882
2024-10,EMEA,Growth,ServicesPlus,314,0.917
2024-10,EMEA,Services,Alpha,337,0.932
2024-10,EMEA,Services,Beta,380,0.926
2024-10,EMEA,Services,Gamma,337,0.915
2024-10,EMEA,Services,ServicesPlus,155,0.936
2024-10,APAC,Core,Alpha,161,0.942
2024-10,APAC,Core,Beta,421,0.964
2024-10,APAC,Core,Gamma,210,0.925
2024-10,APAC,Core,ServicesPlus,363,0.909
2024-10,APAC,Growth,Alpha,228,0.934
2024-10,APAC,Growth,Beta,327,0.941
2024-10,APAC,Growth,Gamma,448,0.941
2024-10,APAC,Growth,ServicesPlus,371,0.904
2024-10,APAC,Services,Alpha,386,0.956
2024-10,APAC,Services,Beta,318,0.952
2024-10,APAC,Services,Gamma,338,0.925
2024-10,APAC,Services,ServicesPlus,300,0.973
2024-11,NA,Core,Alpha,222,0.921
2024-11,NA,Core,Beta,328,0.888
2024-11,NA,Core,Gamma,174,0.882
2024-11,NA,Core,ServicesPlus,157,0.937
2024-11,NA,Growth,Alpha,228,0.908
2024-11,NA,Growth,Beta,561,0.936
2024-11,NA,Growth,Gamma,519,0.944
2024-11,NA,Growth,ServicesPlus,156,0.896
2024-11,NA,Services,Alpha,153,0.919
2024-11,NA,Services,Beta,328,0.913
2024-11,NA,Services,Gamma,268,0.874
2024-11,NA,Services,ServicesPlus,172,0.961
2024-11,EMEA,Core,Alpha,340,0.948
2024-11,EMEA,Core,Beta,236,0.9
2024-11,EMEA,Core,Gamma,414,0.946
2024-11,EMEA,Core,ServicesPlus,209,0.895
2024-11,EMEA,Growth,Alpha,314,0.957
2024-11,EMEA,Growth,Beta,199,0.932
2024-11,EMEA,Growth,Gamma,436,0.91
2024-11,EMEA,Growth,ServicesPlus,371,0.941
2024-11,EMEA,Services,Alpha,411,0.99
2024-11,EMEA,Services,Beta,432,0.919
2024-11,EMEA,Services,Gamma,382,0.902
2024-11,EMEA,Services,ServicesPlus,168,0.888
2024-11,APAC,Core,Alpha,177,0.901
2024-11,APAC,Core,Beta,441,0.878
2024-11,APAC,Core,Gamma,251,0.959
2024-11,APAC,Core,ServicesPlus,441,0.961
2024-11,APAC,Growth,Alpha,263,0.936
2024-11,APAC,Growth,Beta,372,0.929
2024-11,APAC,Growth,Gamma,495,0.9
2024-11,APAC,Growth,ServicesPlus,433,0.915
2024-11,APAC,Services,Alpha,412,0.888
2024-11,APAC,Services,Beta,351,0.916
2024-11,APAC,Services,Gamma,397,0.944
2024-11,APAC,Services,ServicesPlus,340,0.961
2024-12,NA,Core,Alpha,222,0.917
2024-12,NA,Core,Beta,318,0.855
2024-12,NA,Core,Gamma,181,0.906
2024-12,NA,Core,ServicesPlus,167,0.99
2024-12,NA,Growth,Alpha,232,0.916
2024-12,NA,Growth,Beta,555,0.916
2024-12,NA,Growth,Gamma,513,0.922
2024-12,NA,Growth,ServicesPlus,168,0.956
2024-12,NA,Services,Alpha,159,0.951
2024-12,NA,Services,Beta,317,0.878
2024-12,NA,Services,Gamma,299,0.969
2024-12,NA,Services,ServicesPlus,170,0.944
2024-12,EMEA,Core,Alpha,309,0.857
2024-12,EMEA,Core,Beta,246,0.931
2024-12,EMEA,Core,Gamma,402,0.912
2024-12,EMEA,Core,ServicesPlus,211,0.899
2024-12,EMEA,Growth,Alpha,321,0.967
2024-12,EMEA,Growth,Beta,191,0.886
2024-12,EMEA,Growth,Gamma,466,0.961
2024-12,EMEA,Growth,ServicesPlus,358,0.899
2024-12,EMEA,Services,Alpha,397,0.951
2024-12,EMEA,Services,Beta,443,0.935
2024-12,EMEA,Services,Gamma,392,0.918
2024-12,EMEA,Services,ServicesPlus,179,0.94
2024-12,APAC,Core,Alpha,180,0.911
2024-12,APAC,Core,Beta,482,0.951
2024-12,APAC,Core,Gamma,258,0.974
2024-12,APAC,Core,ServicesPlus,432,0.934
2024-12,APAC,Growth,Alpha,250,0.879
2024-12,APAC,Growth,Beta,358,0.882
2024-12,APAC,Growth,Gamma,518,0.928
2024-12,APAC,Growth,ServicesPlus,438,0.916
2024-12,APAC,Services,Alpha,436,0.934
2024-12,APAC,Services,Beta,358,0.925
2024-12,APAC,Services,Gamma,397,0.934
2024-12,APAC,Services,ServicesPlus,338,0.951
2025-01,NA,Core,Alpha,185,0.937
2025-01,NA,Core,Beta,280,0.923
2025-01,NA,Core,Gamma,155,0.954
2025-01,NA,Core,ServicesPlus,128,0.937
2025-01,NA,Growth,Alpha,193,0.932
2025-01,NA,Growth,Beta,442,0.892
2025-01,NA,Growth,Gamma,438,0.964
2025-01,NA,Growth,ServicesPlus,131,0.918
2025-01,NA,Services,Alpha,127,0.937
2025-01,NA,Services,Beta,282,0.958
2025-01,NA,Services,Gamma,240,0.955
2025-01,NA,Services,ServicesPlus,139,0.954
2025-01,EMEA,Core,Alpha,269,0.917
2025-01,EMEA,Core,Beta,203,0.948
2025-01,EMEA,Core,Gamma,346,0.965
2025-01,EMEA,Core,ServicesPlus,171,0.9
2025-01,EMEA,Growth,Alpha,248,0.916
2025-01,EMEA,Growth,Beta,172,0.975
2025-01,EMEA,Growth,Gamma,362,0.915
2025-01,EMEA,Growth,ServicesPlus,302,0.932
2025-01,EMEA,Services,Alpha,321,0.946
2025-01,EMEA,Services,Beta,373,0.968
2025-01,EMEA,Services,Gamma,313,0.903
2025-01,EMEA,Services,ServicesPlus,135,0.872
2025-01,APAC,Core,Alpha,150,0.931
2025-01,APAC,Core,Beta,359,0.871
2025-01,APAC,Core,Gamma,204,0.948
2025-01,APAC,Core,ServicesPlus,365,0.971
2025-01,APAC,Growth,Alpha,209,0.898
2025-01,APAC,Growth,Beta,318,0.958
2025-01,APAC,Growth,Gamma,446,0.978
2025-01,APAC,Growth,ServicesPlus,374,0.959
2025-01,APAC,Services,Alpha,358,0.943
2025-01,APAC,Services,Beta,286,0.908
2025-01,APAC,Services,Gamma,327,0.947
2025-01,APAC,Services,ServicesPlus,269,0.93
2025-02,NA,Core,Alpha,194,0.901
2025-02,NA,Core,Beta,306,0.923
2025-02,NA,Core,Gamma,171,0.96
2025-02,NA,Core,ServicesPlus,140,0.94
2025-02,NA,Growth,Alpha,211,0.928
2025-02,NA,Growth,Beta,489,0.898
2025-02,NA,Growth,Gamma,460,0.919
2025-02,NA,Growth,ServicesPlus,150,0.953
2025-02,NA,Services,Alpha,132,0.89
2025-02,NA,Services,Beta,291,0.904
2025-02,NA,Services,Gamma,271,0.982
2025-02,NA,Services,ServicesPlus,153,0.96
2025-02,EMEA,Core,Alpha,312,0.974
2025-02,EMEA,Core,Beta,207,0.882
2025-02,EMEA,Core,Gamma,351,0.893
2025-02,EMEA,Core,ServicesPlus,185,0.891
2025-02,EMEA,Growth,Alpha,264,0.888
2025-02,EMEA,Growth,Beta,183,0.948
2025-02,EMEA,Growth,Gamma,389,0.893
2025-02,EMEA,Growth,ServicesPlus,324,0.911
2025-02,EMEA,Services,Alpha,360,0.971
2025-02,EMEA,Services,Beta,357,0.847
2025-02,EMEA,Services,Gamma,368,0.968
2025-02,EMEA,Services,ServicesPlus,153,0.907
2025-02,APAC,Core,Alpha,166,0.94
2025-02,APAC,Core,Beta,442,0.976
2025-02,APAC,Core,Gamma,213,0.902
2025-02,APAC,Core,ServicesPlus,399,0.971
2025-02,APAC,Growth,Alpha,246,0.964
2025-02,APAC,Growth,Beta,332,0.91
2025-02,APAC,Growth,Gamma,475,0.945
2025-02,APAC,Growth,ServicesPlus,405,0.944
2025-02,APAC,Services,Alpha,360,0.865
2025-02,APAC,Services,Beta,316,0.916
2025-02,APAC,Services,Gamma,339,0.894
2025-02,APAC,Services,ServicesPlus,300,0.949
2025-03,NA,Core,Alpha,201,0.9
2025-03,NA,Core,Beta,300,0.87
2025-03,NA,Core,Gamma,176,0.95
2025-03,NA,Core,ServicesPlus,142,0.914
2025-03,NA,Growth,Alpha,220,0.933
2025-03,NA,Growth,Beta,543,0.957
2025-03,NA,Growth,Gamma,473,0.906
2025-03,NA,Growth,ServicesPlus,150,0.915
2025-03,NA,Services,Alpha,140,0.912
2025-03,NA,Services,Beta,312,0.934
2025-03,NA,Services,Gamma,258,0.901
2025-03,NA,Services,ServicesPlus,162,0.983
2025-03,EMEA,Core,Alpha,310,0.933
2025-03,EMEA,Core,Beta,231,0.946
2025-03,EMEA,Core,Gamma,399,0.976
2025-03,EMEA,Core,ServicesPlus,203,0.94
2025-03,EMEA,Growth,Alpha,298,0.966
2025-03,EMEA,Growth,Beta,195,0.966
2025-03,EMEA,Growth,Gamma,430,0.947
2025-03,EMEA,Growth,ServicesPlus,348,0.94
2025-03,EMEA,Services,Alpha,358,0.933
2025-03,EMEA,Services,Beta,408,0.933
2025-03,EMEA,Services,Gamma,379,0.961
2025-03,EMEA,Services,ServicesPlus,163,0.931
2025-03,APAC,Core,Alpha,171,0.936
2025-03,APAC,Core,Beta,421,0.895
2025-03,APAC,Core,Gamma,222,0.902
2025-03,APAC,Core,ServicesPlus,408,0.957
2025-03,APAC,Growth,Alpha,264,0.99
2025-03,APAC,Growth,Beta,348,0.913
2025-03,APAC,Growth,Gamma,475,0.906
2025-03,APAC,Growth,ServicesPlus,413,0.925
2025-03,APAC,Services,Alpha,405,0.939
2025-03,APAC,Services,Beta,337,0.942
2025-03,APAC,Services,Gamma,348,0.883
2025-03,APAC,Services,ServicesPlus,309,0.943
2025-04,NA,Core,Alpha,209,0.927
2025-04,NA,Core,Beta,325,0.936
2025-04,NA,Core,Gamma,169,0.908
2025-04,NA,Core,ServicesPlus,145,0.932
2025-04,NA,Growth,Alpha,218,0.913
2025-04,NA,Growth,Beta,530,0.923
2025-04,NA,Growth,Gamma,487,0.922
2025-04,NA,Growth,ServicesPlus,156,0.947
2025-04,NA,Services,Alpha,143,0.925
2025-04,NA,Services,Beta,316,0.941
2025-04,NA,Services,Gamma,272,0.943
2025-04,NA,Services,ServicesPlus,156,0.938
2025-04,EMEA,Core,Alpha,307,0.919
2025-04,EMEA,Core,Beta,233,0.949
2025-04,EMEA,Core,Gamma,380,0.923
2025-04,EMEA,Core,ServicesPlus,193,0.892
2025-04,EMEA,Growth,Alpha,292,0.934
2025-04,EMEA,Growth,Beta,182,0.892
2025-04,EMEA,Growth,Gamma,431,0.937
2025-04,EMEA,Growth,ServicesPlus,365,0.977
2025-04,EMEA,Services,Alpha,373,0.966
2025-04,EMEA,Services,Beta,405,0.921
2025-04,EMEA,Services,Gamma,369,0.928
2025-04,EMEA,Services,ServicesPlus,169,0.961
2025-04,APAC,Core,Alpha,165,0.894
2025-04,APAC,Core,Beta,431,0.909
2025-04,APAC,Core,Gamma,245,0.987
2025-04,APAC,Core,ServicesPlus,389,0.907
2025-04,APAC,Growth,Alpha,246,0.912
2025-04,APAC,Growth,Beta,346,0.897
2025-04,APAC,Growth,Gamma,503,0.947
2025-04,APAC,Growth,ServicesPlus,417,0.923
2025-04,APAC,Services,Alpha,405,0.932
2025-04,APAC,Services,Beta,320,0.888
2025-04,APAC,Services,Gamma,368,0.925
2025-04,APAC,Services,ServicesPlus,293,0.888
2025-05,NA,Core,Alpha,212,0.961
2025-05,NA,Core,Beta,310,0.913
2025-05,NA,Core,Gamma,163,0.891
2025-05,NA,Core,ServicesPlus,138,0.908
2025-05,NA,Growth,Alpha,201,0.857
2025-05,NA,Growth,Beta,498,0.883
2025-05,NA,Growth,Gamma,502,0.966
2025-05,NA,Growth,ServicesPlus,138,0.849
2025-05,NA,Services,Alpha,140,0.926
2025-05,NA,Services,Beta,313,0.953
2025-05,NA,Services,Gamma,271,0.96
2025-05,NA,Services,ServicesPlus,153,0.942
2025-05,EMEA,Core,Alpha,317,0.969
2025-05,EMEA,Core,Beta,224,0.929
2025-05,EMEA,Core,Gamma,372,0.922
2025-05,EMEA,Core,ServicesPlus,179,0.848
2025-05,EMEA,Growth,Alpha,288,0.94
2025-05,EMEA,Growth,Beta,184,0.921
2025-05,EMEA,Growth,Gamma,427,0.946
2025-05,EMEA,Growth,ServicesPlus,338,0.924
2025-05,EMEA,Services,Alpha,352,0.935
2025-05,EMEA,Services,Beta,400,0.931
2025-05,EMEA,Services,Gamma,355,0.913
2025-05,EMEA,Services,ServicesPlus,157,0.916
2025-05,APAC,Core,Alpha,168,0.933
2025-05,APAC,Core,Beta,455,0.979
2025-05,APAC,Core,Gamma,222,0.911
2025-05,APAC,Core,ServicesPlus,384,0.915
2025-05,APAC,Growth,Alpha,238,0.901
2025-05,APAC,Growth,Beta,361,0.952
2025-05,APAC,Growth,Gamma,491,0.939
2025-05,APAC,Growth,ServicesPlus,411,0.928
2025-05,APAC,Services,Alpha,388,0.914
2025-05,APAC,Services,Beta,319,0.903
2025-05,APAC,Services,Gamma,373,0.958
2025-05,APAC,Services,ServicesPlus,301,0.933
2025-06,NA,Core,Alpha,208,0.976
2025-06,NA,Core,Beta,318,0.965
2025-06,NA,Core,Gamma,154,0.872
2025-06,NA,Core,ServicesPlus,142,0.966
2025-06,NA,Growth,Alpha,213,0.939
2025-06,NA,Growth,Beta,506,0.925
2025-06,NA,Growth,Gamma,464,0.918
2025-06,NA,Growth,ServicesPlus,144,0.918
2025-06,NA,Services,Alpha,134,0.916
2025-06,NA,Services,Beta,300,0.942
2025-06,NA,Services,Gamma,249,0.911
2025-06,NA,Services,ServicesPlus,141,0.9
2025-06,EMEA,Core,Alpha,288,0.913
2025-06,EMEA,Core,Beta,224,0.964
2025-06,EMEA,Core,Gamma,338,0.865
2025-06,EMEA,Core,ServicesPlus,191,0.935
2025-06,EMEA,Growth,Alpha,273,0.921
2025-06,EMEA,Growth,Beta,186,0.958
2025-06,EMEA,Growth,Gamma,404,0.922
2025-06,EMEA,Growth,ServicesPlus,310,0.874
2025-06,EMEA,Services,Alpha,337,0.927
2025-06,EMEA,Services,Beta,397,0.955
2025-06,EMEA,Services,Gamma,354,0.94
2025-06,EMEA,Services,ServicesPlus,155,0.938
2025-06,APAC,Core,Alpha,162,0.926
2025-06,APAC,Core,Beta,416,0.924
2025-06,APAC,Core,Gamma,224,0.949
2025-06,APAC,Core,ServicesPlus,373,0.919
2025-06,APAC,Growth,Alpha,222,0.863
2025-06,APAC,Growth,Beta,322,0.874
2025-06,APAC,Growth,Gamma,453,0.89
2025-06,APAC,Growth,ServicesPlus,412,0.96
2025-06,APAC,Services,Alpha,397,0.968
2025-06,APAC,Services,Beta,320,0.937
2025-06,APAC,Services,Gamma,364,0.964
2025-06,APAC,Services,ServicesPlus,286,0.918
2025-07,NA,Core,Alpha,207,0.965
2025-07,NA,Core,Beta,307,0.925
2025-07,NA,Core,Gamma,172,0.963
2025-07,NA,Core,ServicesPlus,139,0.941
2025-07,NA,Growth,Alpha,216,0.942
2025-07,NA,Growth,Beta,495,0.894
2025-07,NA,Growth,Gamma,479,0.938
2025-07,NA,Growth,ServicesPlus,151,0.955
2025-07,NA,Services,Alpha,143,0.971
2025-07,NA,Services,Beta,283,0.883
2025-07,NA,Services,Gamma,251,0.911
2025-07,NA,Services,ServicesPlus,145,0.924
2025-07,EMEA,Core,Alpha,301,0.947
2025-07,EMEA,Core,Beta,227,0.969
2025-07,EMEA,Core,Gamma,366,0.929
2025-07,EMEA,Core,ServicesPlus,191,0.928
2025-07,EMEA,Growth,Alpha,273,0.911
2025-07,EMEA,Growth,Beta,185,0.942
2025-07,EMEA,Growth,Gamma,410,0.925
2025-07,EMEA,Growth,ServicesPlus,338,0.943
2025-07,EMEA,Services,Alpha,324,0.885
2025-07,EMEA,Services,Beta,380,0.908
2025-07,EMEA,Services,Gamma,356,0.94
2025-07,EMEA,Services,ServicesPlus,158,0.952
2025-07,APAC,Core,Alpha,165,0.94
2025-07,APAC,Core,Beta,436,0.96
2025-07,APAC,Core,Gamma,228,0.957
2025-07,APAC,Core,ServicesPlus,387,0.945
2025-07,APAC,Growth,Alpha,237,0.913
2025-07,APAC,Growth,Beta,345,0.923
2025-07,APAC,Growth,Gamma,467,0.905
2025-07,APAC,Growth,ServicesPlus,411,0.946
2025-07,APAC,Services,Alpha,403,0.977
2025-07,APAC,Services,Beta,311,0.902
2025-07,APAC,Services,Gamma,359,0.943
2025-07,APAC,Services,ServicesPlus,282,0.9
2025-08,NA,Core,Alpha,214,0.99
2025-08,NA,Core,Beta,298,0.893
2025-08,NA,Core,Gamma,171,0.949
2025-08,NA,Core,ServicesPlus,143,0.959
2025-08,NA,Growth,Alpha,214,0.922
2025-08,NA,Growth,Beta,540,0.964
2025-08,NA,Growth,Gamma,499,0.964
2025-08,NA,Growth,ServicesPlus,144,0.901
2025-08,NA,Services,Alpha,137,0.93
2025-08,NA,Services,Beta,305,0.945
2025-08,NA,Services,Gamma,252,0.91
2025-08,NA,Services,ServicesPlus,156,0.988
2025-08,EMEA,Core,Alpha,308,0.962
2025-08,EMEA,Core,Beta,220,0.93
2025-08,EMEA,Core,Gamma,358,0.902
2025-08,EMEA,Core,ServicesPlus,196,0.948
2025-08,EMEA,Growth,Alpha,268,0.884
2025-08,EMEA,Growth,Beta,183,0.921
2025-08,EMEA,Growth,Gamma,408,0.909
2025-08,EMEA,Growth,ServicesPlus,328,0.907
2025-08,EMEA,Services,Alpha,341,0.927
2025-08,EMEA,Services,Beta,395,0.937
2025-08,EMEA,Services,Gamma,355,0.929
2025-08,EMEA,Services,ServicesPlus,157,0.938
2025-08,APAC,Core,Alpha,162,0.916
2025-08,APAC,Core,Beta,426,0.931
2025-08,APAC,Core,Gamma,167,0.694
2025-08,APAC,Core,ServicesPlus,367,0.89
2025-08,APAC,Growth,Alpha,252,0.959
2025-08,APAC,Growth,Beta,350,0.926
2025-08,APAC,Growth,Gamma,391,0.749
2025-08,APAC,Growth,ServicesPlus,396,0.902
2025-08,APAC,Services,Alpha,396,0.952
2025-08,APAC,Services,Beta,340,0.978
2025-08,APAC,Services,Gamma,363,0.946
2025-08,APAC,Services,ServicesPlus,289,0.917
2025-09,NA,Core,Alpha,211,0.933
2025-09,NA,Core,Beta,311,0.887
2025-09,NA,Core,Gamma,184,0.973
2025-09,NA,Core,ServicesPlus,146,0.936
2025-09,NA,Growth,Alpha,235,0.965
2025-09,NA,Growth,Beta,551,0.934
2025-09,NA,Growth,Gamma,507,0.93
2025-09,NA,Growth,ServicesPlus,167,0.99
2025-09,NA,Services,Alpha,153,0.99
2025-09,NA,Services,Beta,316,0.936
2025-09,NA,Services,Gamma,263,0.902
2025-09,NA,Services,ServicesPlus,148,0.894
2025-09,EMEA,Core,Alpha,297,0.886
2025-09,EMEA,Core,Beta,232,0.934
2025-09,EMEA,Core,Gamma,384,0.92
2025-09,EMEA,Core,ServicesPlus,193,0.889
2025-09,EMEA,Growth,Alpha,288,0.906
2025-09,EMEA,Growth,Beta,199,0.952
2025-09,EMEA,Growth,Gamma,435,0.92
