month,region,bu,product_line,segment,orders,cancellations,backlog,avg_discount,asp
2023-09,APAC,Services,Alpha,SMB,167,12,104,0.156,18684.75
2023-09,APAC,Services,Alpha,MidMarket,122,9,96,0.121,18381.41
2023-09,APAC,Services,Alpha,Enterprise,84,7,37,0.053,20563.61
2023-09,APAC,Services,Beta,SMB,120,7,84,0.167,18212.15
2023-09,APAC,Services,Beta,MidMarket,109,8,74,0.089,20155.36
2023-09,APAC,Services,Beta,Enterprise,60,2,42,0.07,20824.63
2023-09,APAC,Services,Gamma,SMB,137,8,97,0.167,18064.18
2023-09,APAC,Services,Gamma,MidMarket,103,8,83,0.113,20316.8
2023-09,APAC,Services,Gamma,Enterprise,58,2,55,0.083,19965.8
2023-09,APAC,Services,ServicesPlus,SMB,109,10,105,0.173,18107.31
2023-09,APAC,Services,ServicesPlus,MidMarket,95,4,76,0.105,19295.83
2023-09,APAC,Services,ServicesPlus,Enterprise,57,3,59,0.072,20489.36
2023-10,NA,Core,Alpha,SMB,88,3,53,0.159,18433.79
2023-10,NA,Core,Alpha,MidMarket,70,6,33,0.102,19828.74
2023-10,NA,Core,Alpha,Enterprise,38,2,16,0.05,21216.37
2023-10,NA,Core,Beta,SMB,121,9,79,0.155,19018.15
2023-10,NA,Core,Beta,MidMarket,90,3,82,0.096,19982.39
2023-10,NA,Core,Beta,Enterprise,55,3,34,0.038,21367.07
2023-10,NA,Core,Gamma,SMB,71,3,48,0.145,18743.04
2023-10,NA,Core,Gamma,MidMarket,51,3,34,0.107,20289.26
2023-10,NA,Core,Gamma,Enterprise,25,1,28,0.076,20948.95
2023-10,NA,Core,ServicesPlus,SMB,62,5,49,0.157,18358.8
2023-10,NA,Core,ServicesPlus,MidMarket,44,2,33,0.09,20685.18
2023-10,NA,Core,ServicesPlus,Enterprise,25,2,18,0.048,21098.03
2023-10,NA,Growth,Alpha,SMB,83,3,60,0.218,17924.79
2023-10,NA,Growth,Alpha,MidMarket,62,5,40,0.111,19863.68
2023-10,NA,Growth,Alpha,Enterprise,40,2,34,0.081,20372.63
2023-10,NA,Growth,Beta,SMB,204,14,138,0.214,16797.74
2023-10,NA,Growth,Beta,MidMarket,147,10,135,0.138,18857.91
2023-10,NA,Growth,Beta,Enterprise,89,3,60,0.099,19790.21
2023-10,NA,Growth,Gamma,SMB,197,11,125,0.197,18004.62
2023-10,NA,Growth,Gamma,MidMarket,141,11,101,0.137,18874.85
2023-10,NA,Growth,Gamma,Enterprise,82,3,44,0.109,19536.01
2023-10,NA,Growth,ServicesPlus,SMB,56,5,41,0.203,17502.67
2023-10,NA,Growth,ServicesPlus,MidMarket,47,2,27,0.146,18975.03
2023-10,NA,Growth,ServicesPlus,Enterprise,26,1,31,0.111,19106.29
2023-10,NA,Services,Alpha,SMB,65,3,40,0.177,18233.12
2023-10,NA,Services,Alpha,MidMarket,43,4,35,0.106,19705.33
2023-10,NA,Services,Alpha,Enterprise,29,2,17,0.062,21456.76
2023-10,NA,Services,Beta,SMB,122,10,89,0.177,17963.05
2023-10,NA,Services,Beta,MidMarket,103,5,69,0.111,19734.34
2023-10,NA,Services,Beta,Enterprise,59,2,68,0.073,20339.26
2023-10,NA,Services,Gamma,SMB,115,6,85,0.168,18965.98
2023-10,NA,Services,Gamma,MidMarket,75,4,44,0.124,19565.18
2023-10,NA,Services,Gamma,Enterprise,48,3,23,0.076,20097.25
2023-10,NA,Services,ServicesPlus,SMB,63,5,41,0.185,17864.17
2023-10,NA,Services,ServicesPlus,MidMarket,62,3,43,0.114,18564.27
2023-10,NA,Services,ServicesPlus,Enterprise,23,1,22,0.087,20345.03
2023-10,EMEA,Core,Alpha,SMB,126,6,66,0.149,18571.78
2023-10,EMEA,Core,Alpha,MidMarket,95,8,68,0.108,19622.46
2023-10,EMEA,Core,Alpha,Enterprise,56,5,38,0.061,20476.25
2023-10,EMEA,Core,Beta,SMB,85,7,48,0.144,18688.99
2023-10,EMEA,Core,Beta,MidMarket,74,6,39,0.105,19769.66
2023-10,EMEA,Core,Beta,Enterprise,42,2,18,0.067,20322.37
2023-10,EMEA,Core,Gamma,SMB,159,11,106,0.174,18492.04
2023-10,EMEA,Core,Gamma,MidMarket,93,3,64,0.119,18025.05
2023-10,EMEA,Core,Gamma,Enterprise,74,3,36,0.064,21253.34
2023-10,EMEA,Core,ServicesPlus,SMB,90,8,57,0.161,18198.96
2023-10,EMEA,Core,ServicesPlus,MidMarket,70,5,41,0.093,19530.62
2023-10,EMEA,Core,ServicesPlus,Enterprise,41,3,21,0.066,19514.54
2023-10,EMEA,Growth,Alpha,SMB,112,7,72,0.211,17329.63
2023-10,EMEA,Growth,Alpha,MidMarket,74,4,48,0.126,20019.42
2023-10,EMEA,Growth,Alpha,Enterprise,52,3,15,0.091,19823.28
2023-10,EMEA,Growth,Beta,SMB,62,2,50,0.214,16833.58
2023-10,EMEA,Growth,Beta,MidMarket,53,2,34,0.151,19344.0
2023-10,EMEA,Growth,Beta,Enterprise,29,1,21,0.111,19794.57
2023-10,EMEA,Growth,Gamma,SMB,179,15,73,0.206,17824.77
2023-10,EMEA,Growth,Gamma,MidMarket,125,11,92,0.154,18353.22
2023-10,EMEA,Growth,Gamma,Enterprise,65,4,41,0.103,19863.29
2023-10,EMEA,Growth,ServicesPlus,SMB,134,10,108,0.215,16521.66
2023-10,EMEA,Growth,ServicesPlus,MidMarket,108,10,58,0.126,19814.67
2023-10,EMEA,Growth,ServicesPlus,Enterprise,69,4,29,0.116,19391.23
2023-10,EMEA,Services,Alpha,SMB,162,10,77,0.15,19173.66
2023-10,EMEA,Services,Alpha,MidMarket,133,12,69,0.119,19096.59
2023-10,EMEA,Services,Alpha,Enterprise,63,2,74,0.066,21289.15
2023-10,EMEA,Services,Beta,SMB,184,15,148,0.156,18593.45
2023-10,EMEA,Services,Beta,MidMarket,142,12,70,0.11,19004.26
2023-10,EMEA,Services,Beta,Enterprise,72,4,54,0.066,20532.92
2023-10,EMEA,Services,Gamma,SMB,154,10,126,0.171,18501.33
2023-10,EMEA,Services,Gamma,MidMarket,124,6,95,0.117,19457.39
2023-10,EMEA,Services,Gamma,Enterprise,67,4,11,0.056,20372.35
2023-10,EMEA,Services,ServicesPlus,SMB,70,6,52,0.17,18897.71
2023-10,EMEA,Services,ServicesPlus,MidMarket,55,4,39,0.107,19483.44
2023-10,EMEA,Services,ServicesPlus,Enterprise,28,1,16,0.069,20534.24
2023-10,APAC,Core,Alpha,SMB,74,6,50,0.18,17930.35
2023-10,APAC,Core,Alpha,MidMarket,55,4,40,0.116,19485.3
2023-10,APAC,Core,Alpha,Enterprise,32,2,15,0.084,20158.63
2023-10,APAC,Core,Beta,SMB,174,11,160,0.15,18778.72
2023-10,APAC,Core,Beta,MidMarket,154,12,92,0.07,20991.77
2023-10,APAC,Core,Beta,Enterprise,80,5,66,0.05,20939.64
2023-10,APAC,Core,Gamma,SMB,98,5,36,0.128,19648.59
2023-10,APAC,Core,Gamma,MidMarket,71,4,53,0.074,20419.64
2023-10,APAC,Core,Gamma,Enterprise,39,2,18,0.062,19997.73
2023-10,APAC,Core,ServicesPlus,SMB,167,5,89,0.168,18599.25
2023-10,APAC,Core,ServicesPlus,MidMarket,129,4,68,0.08,20689.35
2023-10,APAC,Core,ServicesPlus,Enterprise,64,2,45,0.032,21215.81
2023-10,APAC,Growth,Alpha,SMB,95,7,63,0.207,17239.1
2023-10,APAC,Growth,Alpha,MidMarket,72,3,39,0.13,18711.29
2023-10,APAC,Growth,Alpha,Enterprise,42,3,30,0.088,20352.51
2023-10,APAC,Growth,Beta,SMB,137,5,88,0.202,17633.32
2023-10,APAC,Growth,Beta,MidMarket,102,9,57,0.145,18685.65
2023-10,APAC,Growth,Beta,Enterprise,66,4,54,0.117,18726.27
2023-10,APAC,Growth,Gamma,SMB,160,13,140,0.185,18235.05
2023-10,APAC,Growth,Gamma,MidMarket,148,12,129,0.143,18489.24
2023-10,APAC,Growth,Gamma,Enterprise,87,7,47,0.095,20107.19
2023-10,APAC,Growth,ServicesPlus,SMB,157,10,86,0.184,18521.05
2023-10,APAC,Growth,ServicesPlus,MidMarket,128,7,111,0.151,18782.06
2023-10,APAC,Growth,ServicesPlus,Enterprise,75,4,36,0.094,19094.87
2023-10,APAC,Services,Alpha,SMB,149,9,104,0.182,18077.13
2023-10,APAC,Services,Alpha,MidMarket,136,11,89,0.106,19733.96
2023-10,APAC,Services,Alpha,Enterprise,78,3,48,0.066,20596.65
2023-10,APAC,Services,Beta,SMB,130,10,78,0.177,17589.17
2023-10,APAC,Services,Beta,MidMarket,98,4,69,0.121,18147.93
2023-10,APAC,Services,Beta,Enterprise,58,3,48,0.046,21338.49
2023-10,APAC,Services,Gamma,SMB,140,12,80,0.177,17750.07
2023-10,APAC,Services,Gamma,MidMarket,114,5,72,0.121,19423.52
2023-10,APAC,Services,Gamma,Enterprise,64,3,32,0.062,20643.79
2023-10,APAC,Services,ServicesPlus,SMB,113,7,72,0.196,17790.0
2023-10,APAC,Services,ServicesPlus,MidMarket,106,4,60,0.099,20175.12
2023-10,APAC,Services,ServicesPlus,Enterprise,55,2,22,0.07,20669.57
2023-11,NA,Core,Alpha,SMB,109,8,68,0.171,17880.89
2023-11,NA,Core,Alpha,MidMarket,75,6,33,0.096,20433.23
2023-11,NA,Core,Alpha,Enterprise,44,4,17,0.047,20491.32
2023-11,NA,Core,Beta,SMB,157,5,96,0.165,18859.19
2023-11,NA,Core,Beta,MidMarket,123,5,63,0.094,19886.53
2023-11,NA,Core,Beta,Enterprise,73,2,38,0.061,19834.2
2023-11,NA,Core,Gamma,SMB,79,4,40,0.152,18398.43
2023-11,NA,Core,Gamma,MidMarket,59,3,32,0.094,20375.8
2023-11,NA,Core,Gamma,Enterprise,39,3,37,0.072,20619.6
2023-11,NA,Core,ServicesPlus,SMB,72,4,44,0.165,19001.09
2023-11,NA,Core,ServicesPlus,MidMarket,55,4,26,0.078,20082.04
2023-11,NA,Core,ServicesPlus,Enterprise,32,2,17,0.084,20378.26
2023-11,NA,Growth,Alpha,SMB,106,9,56,0.219,17552.86
2023-11,NA,Growth,Alpha,MidMarket,78,5,43,0.153,18804.88
2023-11,NA,Growth,Alpha,Enterprise,45,4,20,0.098,19551.1
2023-11,NA,Growth,Beta,SMB,241,11,166,0.19,17663.51
2023-11,NA,Growth,Beta,MidMarket,184,13,61,0.133,18526.12
2023-11,NA,Growth,Beta,Enterprise,108,7,43,0.099,19177.54
2023-11,NA,Growth,Gamma,SMB,222,13,88,0.179,17799.98
2023-11,NA,Growth,Gamma,MidMarket,160,13,70,0.127,19585.64
2023-11,NA,Growth,Gamma,Enterprise,81,4,32,0.095,19335.65
2023-11,NA,Growth,ServicesPlus,SMB,67,6,36,0.203,18429.76
2023-11,NA,Growth,ServicesPlus,MidMarket,51,4,34,0.144,18621.09
2023-11,NA,Growth,ServicesPlus,Enterprise,33,2,20,0.111,19816.17
2023-11,NA,Services,Alpha,SMB,69,3,45,0.159,18736.23
2023-11,NA,Services,Alpha,MidMarket,53,3,32,0.112,19192.68
2023-11,NA,Services,Alpha,Enterprise,29,1,7,0.076,20449.82
2023-11,NA,Services,Beta,SMB,156,9,77,0.167,17409.58
2023-11,NA,Services,Beta,MidMarket,116,9,81,0.123,19624.15
2023-11,NA,Services,Beta,Enterprise,70,3,18,0.056,20113.64
2023-11,NA,Services,Gamma,SMB,134,9,64,0.162,18473.36
2023-11,NA,Services,Gamma,MidMarket,86,5,57,0.11,19377.1
2023-11,NA,Services,Gamma,Enterprise,51,3,40,0.069,20500.71
2023-11,NA,Services,ServicesPlus,SMB,77,6,54,0.163,18195.75
2023-11,NA,Services,ServicesPlus,MidMarket,64,4,13,0.099,19778.87
2023-11,NA,Services,ServicesPlus,Enterprise,36,3,17,0.067,20697.07
2023-11,EMEA,Core,Alpha,SMB,146,5,109,0.166,18846.95
2023-11,EMEA,Core,Alpha,MidMarket,122,8,84,0.104,20170.11
2023-11,EMEA,Core,Alpha,Enterprise,63,3,32,0.068,20602.04
2023-11,EMEA,Core,Beta,SMB,112,9,72,0.157,19010.09
2023-11,EMEA,Core,Beta,MidMarket,88,7,41,0.086,20529.0
2023-11,EMEA,Core,Beta,Enterprise,50,2,14,0.061,21080.78
2023-11,EMEA,Core,Gamma,SMB,162,13,115,0.161,18152.92
2023-11,EMEA,Core,Gamma,MidMarket,126,10,88,0.107,20008.69
2023-11,EMEA,Core,Gamma,Enterprise,83,5,41,0.05,20708.74
2023-11,EMEA,Core,ServicesPlus,SMB,111,7,58,0.166,18625.58
2023-11,EMEA,Core,ServicesPlus,MidMarket,79,5,28,0.088,20203.03
2023-11,EMEA,Core,ServicesPlus,Enterprise,46,3,43,0.044,20485.96
2023-11,EMEA,Growth,Alpha,SMB,126,10,78,0.192,16847.62
2023-11,EMEA,Growth,Alpha,MidMarket,92,7,45,0.133,18531.15
2023-11,EMEA,Growth,Alpha,Enterprise,58,2,36,0.097,20012.87
2023-11,EMEA,Growth,Beta,SMB,85,7,38,0.204,17101.91
2023-11,EMEA,Growth,Beta,MidMarket,60,2,22,0.17,18504.59
2023-11,EMEA,Growth,Beta,Enterprise,37,2,11,0.1,19312.91
2023-11,EMEA,Growth,Gamma,SMB,190,14,96,0.223,17339.88
2023-11,EMEA,Growth,Gamma,MidMarket,128,7,77,0.136,19162.01
2023-11,EMEA,Growth,Gamma,Enterprise,94,6,55,0.097,19938.11
2023-11,EMEA,Growth,ServicesPlus,SMB,152,11,96,0.198,17937.1
2023-11,EMEA,Growth,ServicesPlus,MidMarket,125,5,61,0.156,18310.99
2023-11,EMEA,Growth,ServicesPlus,Enterprise,68,4,34,0.092,20949.87
2023-11,EMEA,Services,Alpha,SMB,173,12,73,0.167,18619.66
2023-11,EMEA,Services,Alpha,MidMarket,129,8,72,0.091,20313.86
2023-11,EMEA,Services,Alpha,Enterprise,77,3,44,0.065,20411.98
2023-11,EMEA,Services,Beta,SMB,191,7,128,0.162,18262.65
2023-11,EMEA,Services,Beta,MidMarket,166,13,84,0.123,19439.77
2023-11,EMEA,Services,Beta,Enterprise,86,3,59,0.074,20097.33
2023-11,EMEA,Services,Gamma,SMB,163,9,79,0.193,17794.27
2023-11,EMEA,Services,Gamma,MidMarket,123,9,68,0.112,19413.78
2023-11,EMEA,Services,Gamma,Enterprise,75,7,35,0.067,20865.59
2023-11,EMEA,Services,ServicesPlus,SMB,80,6,36,0.164,18341.77
2023-11,EMEA,Services,ServicesPlus,MidMarket,65,4,35,0.115,19918.72
2023-11,EMEA,Services,ServicesPlus,Enterprise,37,1,23,0.069,20641.45
2023-11,APAC,Core,Alpha,SMB,79,3,45,0.169,18711.01
2023-11,APAC,Core,Alpha,MidMarket,60,4,52,0.083,19827.05
2023-11,APAC,Core,Alpha,Enterprise,36,1,19,0.058,20994.42
2023-11,APAC,Core,Beta,SMB,198,8,127,0.167,18503.43
2023-11,APAC,Core,Beta,MidMarket,151,9,96,0.103,19901.27
2023-11,APAC,Core,Beta,Enterprise,90,6,51,0.039,21126.02
2023-11,APAC,Core,Gamma,SMB,101,7,45,0.144,19220.69
2023-11,APAC,Core,Gamma,MidMarket,79,3,41,0.106,19714.69
2023-11,APAC,Core,Gamma,Enterprise,44,2,32,0.079,20651.81
2023-11,APAC,Core,ServicesPlus,SMB,190,16,84,0.173,17863.66
2023-11,APAC,Core,ServicesPlus,MidMarket,138,11,66,0.086,19813.4
2023-11,APAC,Core,ServicesPlus,Enterprise,89,8,51,0.055,21377.72
2023-11,APAC,Growth,Alpha,SMB,112,7,54,0.189,18302.24
2023-11,APAC,Growth,Alpha,MidMarket,84,6,52,0.127,19535.48
2023-11,APAC,Growth,Alpha,Enterprise,48,3,17,0.083,20156.12
2023-11,APAC,Growth,Beta,SMB,165,6,104,0.213,18079.76
2023-11,APAC,Growth,Beta,MidMarket,122,4,81,0.158,18938.39
2023-11,APAC,Growth,Beta,Enterprise,68,4,24,0.094,19827.54
2023-11,APAC,Growth,Gamma,SMB,228,16,122,0.183,18105.14
2023-11,APAC,Growth,Gamma,MidMarket,172,12,56,0.125,18956.59
2023-11,APAC,Growth,Gamma,Enterprise,106,5,65,0.082,20117.88
2023-11,APAC,Growth,ServicesPlus,SMB,195,15,107,0.193,17487.3
2023-11,APAC,Growth,ServicesPlus,MidMarket,139,8,77,0.128,18830.92
2023-11,APAC,Growth,ServicesPlus,Enterprise,82,6,21,0.083,20797.1
2023-11,APAC,Services,Alpha,SMB,187,10,92,0.159,17940.94
2023-11,APAC,Services,Alpha,MidMarket,153,5,95,0.115,19463.8
2023-11,APAC,Services,Alpha,Enterprise,95,7,62,0.087,20224.91
2023-11,APAC,Services,Beta,SMB,166,7,89,0.177,18284.86
2023-11,APAC,Services,Beta,MidMarket,121,8,65,0.103,20012.48
2023-11,APAC,Services,Beta,Enterprise,67,3,35,0.058,20782.02
2023-11,APAC,Services,Gamma,SMB,138,7,87,0.18,18079.27
2023-11,APAC,Services,Gamma,MidMarket,137,11,73,0.122,19152.97
2023-11,APAC,Services,Gamma,Enterprise,81,4,48,0.052,21172.97
2023-11,APAC,Services,ServicesPlus,SMB,137,12,67,0.185,17993.48
2023-11,APAC,Services,ServicesPlus,MidMarket,113,6,104,0.106,20077.85
2023-11,APAC,Services,ServicesPlus,Enterprise,62,4,53,0.059,20199.74
2023-12,NA,Core,Alpha,SMB,99,8,43,0.155,18220.24
2023-12,NA,Core,Alpha,MidMarket,80,6,45,0.107,19504.4
2023-12,NA,Core,Alpha,Enterprise,40,3,19,0.081,19784.09
2023-12,NA,Core,Beta,SMB,157,9,115,0.141,18984.05
2023-12,NA,Core,Beta,MidMarket,111,7,60,0.112,19562.77
2023-12,NA,Core,Beta,Enterprise,66,6,44,0.079,20434.79
2023-12,NA,Core,Gamma,SMB,92,6,34,0.167,18688.75
2023-12,NA,Core,Gamma,MidMarket,65,2,35,0.097,19284.79
2023-12,NA,Core,Gamma,Enterprise,35,1,20,0.053,19844.97
2023-12,NA,Core,ServicesPlus,SMB,76,3,46,0.153,18764.63
2023-12,NA,Core,ServicesPlus,MidMarket,44,3,34,0.097,19869.19
2023-12,NA,Core,ServicesPlus,Enterprise,32,1,11,0.054,21096.1
2023-12,NA,Growth,Alpha,SMB,81,6,61,0.205,17936.11
2023-12,NA,Growth,Alpha,MidMarket,91,3,51,0.174,18220.2
2023-12,NA,Growth,Alpha,Enterprise,42,2,25,0.104,18818.14
2023-12,NA,Growth,Beta,SMB,253,10,125,0.215,17411.45
2023-12,NA,Growth,Beta,MidMarket,184,13,83,0.143,18945.58
2023-12,NA,Growth,Beta,Enterprise,121,8,46,0.102,19515.54
2023-12,NA,Growth,Gamma,SMB,227,10,91,0.207,16837.35
2023-12,NA,Growth,Gamma,MidMarket,168,15,128,0.135,18809.11
2023-12,NA,Growth,Gamma,Enterprise,97,7,45,0.099,19994.28
2023-12,NA,Growth,ServicesPlus,SMB,61,5,36,0.197,17462.91
2023-12,NA,Growth,ServicesPlus,MidMarket,58,5,31,0.174,18214.36
2023-12,NA,Growth,ServicesPlus,Enterprise,30,1,15,0.105,19781.0
2023-12,NA,Services,Alpha,SMB,71,4,37,0.19,17362.45
2023-12,NA,Services,Alpha,MidMarket,60,4,35,0.108,19332.04
2023-12,NA,Services,Alpha,Enterprise,32,2,19,0.044,21585.37
2023-12,NA,Services,Beta,SMB,150,8,75,0.165,18718.76
2023-12,NA,Services,Beta,MidMarket,99,6,50,0.115,19080.4
2023-12,NA,Services,Beta,Enterprise,71,6,20,0.069,19525.38
2023-12,NA,Services,Gamma,SMB,133,9,67,0.154,19045.45
2023-12,NA,Services,Gamma,MidMarket,103,4,54,0.108,19177.39
2023-12,NA,Services,Gamma,Enterprise,49,4,34,0.058,21396.08
2023-12,NA,Services,ServicesPlus,SMB,84,6,58,0.166,18278.14
2023-12,NA,Services,ServicesPlus,MidMarket,56,2,30,0.107,19926.09
2023-12,NA,Services,ServicesPlus,Enterprise,34,2,11,0.065,20691.29
2023-12,EMEA,Core,Alpha,SMB,150,9,77,0.125,19882.78
2023-12,EMEA,Core,Alpha,MidMarket,111,5,63,0.096,19822.39
2023-12,EMEA,Core,Alpha,Enterprise,72,2,24,0.069,20351.19
2023-12,EMEA,Core,Beta,SMB,109,7,52,0.172,17956.57
2023-12,EMEA,Core,Beta,MidMarket,78,7,61,0.08,20608.57
2023-12,EMEA,Core,Beta,Enterprise,45,4,18,0.063,20517.99
2023-12,EMEA,Core,Gamma,SMB,179,13,74,0.159,18115.09
2023-12,EMEA,Core,Gamma,MidMarket,142,9,95,0.107,19599.55
2023-12,EMEA,Core,Gamma,Enterprise,70,3,36,0.05,21381.23
2023-12,EMEA,Core,ServicesPlus,SMB,106,4,57,0.177,18478.76
2023-12,EMEA,Core,ServicesPlus,MidMarket,82,5,40,0.1,19736.6
2023-12,EMEA,Core,ServicesPlus,Enterprise,43,2,14,0.051,21043.93
2023-12,EMEA,Growth,Alpha,SMB,131,8,72,0.209,17057.46
2023-12,EMEA,Growth,Alpha,MidMarket,106,10,38,0.152,18721.12
2023-12,EMEA,Growth,Alpha,Enterprise,59,5,24,0.087,19977.5
2023-12,EMEA,Growth,Beta,SMB,81,3,44,0.227,16941.64
2023-12,EMEA,Growth,Beta,MidMarket,63,2,31,0.131,19167.57
2023-12,EMEA,Growth,Beta,Enterprise,36,3,22,0.11,19007.68
2023-12,EMEA,Growth,Gamma,SMB,197,10,87,0.199,17953.11
2023-12,EMEA,Growth,Gamma,MidMarket,153,9,86,0.146,18402.54
2023-12,EMEA,Growth,Gamma,Enterprise,84,6,41,0.087,20005.51
2023-12,EMEA,Growth,ServicesPlus,SMB,136,5,94,0.19,17993.82
2023-12,EMEA,Growth,ServicesPlus,MidMarket,121,6,84,0.138,19303.31
2023-12,EMEA,Growth,ServicesPlus,Enterprise,66,2,29,0.104,19580.7
2023-12,EMEA,Services,Alpha,SMB,168,6,111,0.172,17696.44
2023-12,EMEA,Services,Alpha,MidMarket,136,5,80,0.096,20106.86
2023-12,EMEA,Services,Alpha,Enterprise,73,3,20,0.075,20682.35
2023-12,EMEA,Services,Beta,SMB,187,14,120,0.173,18270.18
2023-12,EMEA,Services,Beta,MidMarket,174,15,56,0.123,20221.49
2023-12,EMEA,Services,Beta,Enterprise,87,7,94,0.083,19751.82
2023-12,EMEA,Services,Gamma,SMB,160,7,109,0.185,17982.85
2023-12,EMEA,Services,Gamma,MidMarket,136,5,48,0.117,19651.62
2023-12,EMEA,Services,Gamma,Enterprise,88,7,20,0.074,20930.63
2023-12,EMEA,Services,ServicesPlus,SMB,85,5,49,0.175,18304.47
2023-12,EMEA,Services,ServicesPlus,MidMarket,55,4,48,0.111,18934.19
2023-12,EMEA,Services,ServicesPlus,Enterprise,34,3,17,0.07,20336.38
2023-12,APAC,Core,Alpha,SMB,85,6,53,0.144,18693.25
2023-12,APAC,Core,Alpha,MidMarket,60,3,25,0.096,20148.23
2023-12,APAC,Core,Alpha,Enterprise,34,2,14,0.061,21043.91
2023-12,APAC,Core,Beta,SMB,186,11,92,0.147,18836.38
2023-12,APAC,Core,Beta,MidMarket,169,15,73,0.086,20307.92
2023-12,APAC,Core,Beta,Enterprise,84,4,61,0.057,20314.98
2023-12,APAC,Core,Gamma,SMB,97,7,47,0.162,17863.4
2023-12,APAC,Core,Gamma,MidMarket,77,5,38,0.079,20188.11
2023-12,APAC,Core,Gamma,Enterprise,42,4,43,0.07,19113.81
2023-12,APAC,Core,ServicesPlus,SMB,185,8,105,0.145,19230.67
2023-12,APAC,Core,ServicesPlus,MidMarket,144,13,92,0.105,19177.68
2023-12,APAC,Core,ServicesPlus,Enterprise,89,3,70,0.045,21392.13
2023-12,APAC,Growth,Alpha,SMB,114,9,53,0.173,18155.39
2023-12,APAC,Growth,Alpha,MidMarket,96,7,43,0.148,18737.69
2023-12,APAC,Growth,Alpha,Enterprise,50,4,27,0.109,19848.02
2023-12,APAC,Growth,Beta,SMB,165,6,69,0.182,18756.3
2023-12,APAC,Growth,Beta,MidMarket,130,6,80,0.125,19146.03
2023-12,APAC,Growth,Beta,Enterprise,67,6,35,0.1,19703.51
2023-12,APAC,Growth,Gamma,SMB,229,13,102,0.193,17958.56
2023-12,APAC,Growth,Gamma,MidMarket,190,9,64,0.132,18968.11
2023-12,APAC,Growth,Gamma,Enterprise,89,8,45,0.1,19182.17
2023-12,APAC,Growth,ServicesPlus,SMB,187,15,102,0.195,17379.88
2023-12,APAC,Growth,ServicesPlus,MidMarket,149,13,101,0.122,19328.74
2023-12,APAC,Growth,ServicesPlus,Enterprise,95,8,58,0.097,20074.91
2023-12,APAC,Services,Alpha,SMB,206,18,121,0.161,17990.07
2023-12,APAC,Services,Alpha,MidMarket,142,5,99,0.097,20150.06
2023-12,APAC,Services,Alpha,Enterprise,81,5,45,0.077,20426.38
2023-12,APAC,Services,Beta,SMB,142,5,75,0.168,18482.86
2023-12,APAC,Services,Beta,MidMarket,126,7,43,0.105,19736.17
2023-12,APAC,Services,Beta,Enterprise,68,4,51,0.07,19995.39
2023-12,APAC,Services,Gamma,SMB,163,10,101,0.17,18441.01
2023-12,APAC,Services,Gamma,MidMarket,144,11,86,0.132,18642.73
2023-12,APAC,Services,Gamma,Enterprise,79,4,64,0.059,20877.57
2023-12,APAC,Services,ServicesPlus,SMB,152,13,91,0.164,18281.56
2023-12,APAC,Services,ServicesPlus,MidMarket,109,5,64,0.115,19707.38
2023-12,APAC,Services,ServicesPlus,Enterprise,71,6,44,0.054,21103.93
2024-01,NA,Core,Alpha,SMB,81,6,32,0.148,19098.33
2024-01,NA,Core,Alpha,MidMarket,62,4,54,0.112,19899.88
2024-01,NA,Core,Alpha,Enterprise,33,2,34,0.056,20383.16
2024-01,NA,Core,Beta,SMB,128,10,78,0.14,18510.19
2024-01,NA,Core,Beta,MidMarket,96,3,44,0.092,19489.92
2024-01,NA,Core,Beta,Enterprise,53,3,42,0.051,19751.3
2024-01,NA,Core,Gamma,SMB,62,2,44,0.164,18305.36
2024-01,NA,Core,Gamma,MidMarket,52,3,31,0.125,19598.99
2024-01,NA,Core,Gamma,Enterprise,29,1,19,0.085,19736.12
2024-01,NA,Core,ServicesPlus,SMB,55,4,52,0.173,18011.79
2024-01,NA,Core,ServicesPlus,MidMarket,48,4,18,0.119,19524.48
2024-01,NA,Core,ServicesPlus,Enterprise,25,2,5,0.065,20811.74
2024-01,NA,Growth,Alpha,SMB,86,5,62,0.201,17652.9
2024-01,NA,Growth,Alpha,MidMarket,64,3,44,0.128,18794.0
2024-01,NA,Growth,Alpha,Enterprise,40,2,27,0.119,19795.32
2024-01,NA,Growth,Beta,SMB,221,8,117,0.203,17253.88
2024-01,NA,Growth,Beta,MidMarket,191,12,85,0.139,19647.38
2024-01,NA,Growth,Beta,Enterprise,87,7,40,0.117,18743.03
2024-01,NA,Growth,Gamma,SMB,171,15,103,0.205,17720.98
2024-01,NA,Growth,Gamma,MidMarket,128,10,88,0.135,19635.74
2024-01,NA,Growth,Gamma,Enterprise,79,7,27,0.104,19637.9
2024-01,NA,Growth,ServicesPlus,SMB,53,4,30,0.214,16983.86
2024-01,NA,Growth,ServicesPlus,MidMarket,45,4,29,0.126,19213.83
2024-01,NA,Growth,ServicesPlus,Enterprise,26,1,16,0.113,19573.45
2024-01,NA,Services,Alpha,SMB,57,2,29,0.172,18478.86
2024-01,NA,Services,Alpha,MidMarket,42,1,25,0.135,18576.14
2024-01,NA,Services,Alpha,Enterprise,25,2,21,0.062,20977.41
2024-01,NA,Services,Beta,SMB,119,8,80,0.158,18174.09
2024-01,NA,Services,Beta,MidMarket,91,6,84,0.112,19383.8
2024-01,NA,Services,Beta,Enterprise,51,4,62,0.083,19765.41
